received_at,shortcode,platform,url,author,tag,title,one_liner,caption,key_points,transcript,has_video,image_count,recipe_ingredients,recipe_instructions,recipe_prep_time,recipe_servings,sent_in_newsletter
2026-05-19T21:58:33+00:00,DXmWZC4oy_o,instagram,https://www.instagram.com/reel/DXmWZC4oy_o,Steven | Building Viral Apps,other,Build a $150K/Month Mobile App Blueprint,A bootstrapped app founder shares his step-by-step system for building and scaling profitable mobile apps.,Comment “BUILD” for me FREE guide on building and scaling a mobile app in 2026,"Validate your app idea using Sensor Tower (competitor revenue) and Google Trends (search demand) before building | Build an MVP fast with no-code tools like Rourke, then hire a dev on Upwork to finalize — one feature, one problem | Optimize your paywall using A/B testing with Superwall; this alone scaled one app from $3K to $40K MRR | Market by posting daily, source content from creators via Posted, then scale winning organic videos with paid ads","This is exactly what it looks like to build a mobile app in 2026. And in the next 60 seconds, I'm going to explain why. I built four apps and my first app hit 45k per month before I sold the business. And my latest app is now doing over 150k per month. All bootstrapped, no investors, and no paid ads to start out. Just hustle, baby. Once the app is built and live on the store, all you have to do is market it. It'll drive you organic installs, recurring revenue, passive income, and there's not much day-to-day work needed to maintain the app itself. So here's how to build a successful mobile app. First, you need an idea, but not just any idea. You need an idea that solves a painful problem for a large number of people. And you also need to validate that idea. So go over to Sensor Tower and look at other apps in your niche. If there are other apps in your niche making money, then that means the market is proven. Then go to Google Trends, type in the keywords related to your app, and make sure people are actually searching for this stuff. If both boxes are checked, then that is your validation to build. Then you build the MVP fast with a tool like Rourke, and then you go to Upwork to hire a developer on the low to finalize the app. One feature, one problem. Keep it simple. One of the most important parts is getting your paywall right. You can A-B test your paywall with Superwall. You're going to A-B test your pricing and offer. This alone took me from 3k to 40k in monthly recurring revenue. And then once it's built, you simply market it. Post every single day, get content in mass from creators on posted, and then scale the winning organic videos on paid ads. Comment the word build and I'll send you my full guide on building and scaling mobile apps.",yes,0,,,,,2026-05-22
2026-05-19T21:44:20+00:00,DYcu-OZArsi,instagram,https://www.instagram.com/reel/DYcu-OZArsi,Alina Pak,ai,AI Agent Automates Your Second Brain,Use an AI agent and CLAUDE.md rules file to auto-process saved links into a self-growing knowledge wiki.,"second brain setup in 4 steps:

→ drop it — every article, video, link goes in one /raw folder. no sorting, no tags. i drop it and forget it.
→ extract — my agent reads /raw and turns the mess into clean, linked notes.
→ direct — one file, CLAUDE.md, holds the rules: how notes get written, the folder structure, how the brain should grow.
→ automate — cron jobs run a daily review + weekly audit. i stopped maintaining it completely.

the wiki gets denser every day from my sources. the brain grows while i live my life.

comment “brain” and i’ll send you the full system + my CLAUDE.md.

#secondbrain #obsidian #claudeai #aiagents","Dump all links/articles into a raw folder with zero sorting — let the agent handle it | An AI agent extracts key info and builds linked notes in your wiki automatically | One CLAUDE.md file defines writing style, folder structure, and how the brain should evolve | Cron-scheduled daily reviews and weekly audits eliminate all manual maintenance","You know when you save a post and you're like, yeah, I'm definitely gonna check it out later This is so important and you never open it again I found a solution my agent now watches them for me and feeds it all into my second brain Here's how my second brain works. I dump everything videos articles links into a raw folder. I don't sort anything I don't tag I just drop it and forget about it. My agent goes into the folder extract all the good information and turns my messy Info dump into knowledge. It creates new notes in my wiki. It connects concepts together and builds context Automatically, but how does the agent know what to do? Just one file claw dot MD the rules the workflows my writing style the folder structure Instructions on how the brain should evolve here is mine You can just copy or create yours and the last thing most people miss this I schedule daily reviews and weekly audits with this you stop maintaining the system by hand My fat second brain gets fatter every day from my sources common brain and I'll send you all the instructions",yes,0,,,,,2026-05-22
2026-05-19T21:35:07+00:00,DYWFQKAPgmF,instagram,https://www.instagram.com/reel/DYWFQKAPgmF,Rui Fu,ai,Build $8k/Month Faceless YouTube Channel with AI,Use Claude and ElevenLabs to automate a faceless YouTube channel earning $8k/month in 4 months.,How to make an $8k/month youtube channel with Claude #ai #tech,"Pick high-RPM niches like finance ($20 RPM) over entertainment ($3-8 RPM) for maximum AdSense revenue | Use Claude to generate niche recommendations, video scripts with hooks/open loops, and SEO metadata — replacing a $200 script writer | Full automation pipeline: Claude for scripts, ElevenLabs for voiceover, CapCut for editing, stock footage from Pexels | Post 1-2 videos/week at launch, scale to 3-4, then add affiliates and sponsorships by month 4","Most people don't realize that you can build a faceless YouTube channel that makes 8k a month with clout in 11 labs. One person ran this content system for only 4 months and just hit 8k a month and he only spends 3 hours a week on it. A lot of people make this mistake when starting out. Don't pick a niche that you like, pick one that pays. A faceless finance channel with 500,000 views a month at $20 RPM nets you about 10k a month from just adsense alone. Whereas an entertainment channel only gets $3-8 per 1,000 views. This is the exact prompt that you should put into clout in order to get a data-driven recommendation for which niche to choose instead of choosing random ones. It's based on content repeatability, audience size, and monetization options beyond adsense. Set up the content script system. You can automate script writing with clout but the script system has to be built correctly because clout can give a lot of bad scripts. This is the prompt that I use in order to generate the script system for every single video and you can find it in my guide. It tells clout to write a hook that creates a pattern to interrupt in the first 30 seconds, use open loops to tease the payoff early, write in spoken English and not essay English, include pause markers and visual tags for every scene, and ends with a soft CTA. This replaces a $200 script writer and also gives you thumbnail options and title options to use which you can put in NanoBananaPro. This is the exact pipeline that I use. Claude writes the scripts, 11 laps for the sound and voiceover, CapCut and CamelCam sums the video with stock footage from Pixels. Claude then writes the title, description, tags, and chapter markers with this prompt. Use TubeBuddy or VidCue for keyword check. Post 1-2 videos for the first week and then 3-4 videos after warping up the count. By month 4, you should be adding in affiliates and sponsorships. One faceless channel has 600,000 views a month at $18 RPM. Post $10,800 a month from just adsense alone. I made a step-by-step guide with the exact prompts in order to build this out. Just comment video and I'll send it to you. Follow for more news and advice on how to make money with tech and AI.",yes,0,,,,,2026-05-22
2026-05-19T14:53:39+00:00,DWkDTj6iWoG,instagram,https://www.instagram.com/reel/DWkDTj6iWoG,Alyssa Daphne | Self Growth & Cozy Mindset Mastery,psychology,The Upper Limit: Fear of Your Own Success,A spoken-word poem captures how we self-sabotage when life finally gives us what we wanted.,"A stunning poem by @arielj.music about the upper limits in all of us. 🖤

Our brains just want to keep us safe & sometimes that means keeping us in our comfort zones. I hope this can inspire you to do some mindset work today to show your subconscious that it’s all okay, and the view up that high is worth it xx

Listen to my podcast, COZY with Alyssa Daphne, for more mindset mastery and positive vibes. 🖤","We instinctively resist or retreat when we start achieving our goals — because it's unfamiliar territory | The brain treats success like a threat, triggering self-sabotage to return to the comfort zone | Hitting rock bottom can be a reset — a moment of grounding before trying again | Mindset work is needed to convince the subconscious that thriving at a higher level is safe","I started getting what I asked for and I got scared. I almost handed it back because I ain't never been up that high. I started living how I asked for and then I rebelled like I was under attack because I ain't never been up that high. I started flying like I seen it in my dreams for years and then I fell, scared of wings blowing out my back because I ain't never been up that high. But when I hit the ground, see the soil held me close and whisper, you'll do well. Hug the air and she will hug you back. I know you never been up that high. Then the rain came to wash me clean. A strike of lightning set some fire to my dreams and the wind climbed up under my wings, lifting me up again with one big swing and I was flying. Beaming with pride, I know the elements of cracking a smile. I think I'm ready now. Wow, I ain't never been up this high.",yes,0,,,,,2026-05-22
2026-05-19T14:27:52+00:00,fbs1NrcUPUUB8,facebook,https://www.facebook.com/share/r/1NrcUPUUB8/?mibextid=wwXIfr,Adhd Treatment,psychology,Weird ADHD Hacks That Actually Work,"Therapist-backed ADHD hacks that trick your brain into focus, action, and less overwhelm.","There are so many weird ADHD hacks because ADHD brains were never built for “normal” life.

People with ADHD will drink coffee to sleep.
Need background noise to focus.
Pace while thinking.
Work better under pressure.
Forget what they were saying mid-sentence.
Avoid a 5 minute task for 5 weeks.

And after years of struggling, you start building tiny survival tricks just to get through the day.

But ADHD is more than quirky habits.
It’s nervous system exhaustion most people never see.

Imagine not needing to fight your brain all the time.
More focus. More calm. Less overwhelm. Less burnout.

That’s why I created my natural ADHD treatment guide for women 🤍
 (It’s in my profile description)🎁",Toss your blanket immediately on waking — physical action signals your brain it's time to start | Stand up while doom-scrolling to break the loop; your body will naturally want to move on | Schedule intentional rest so your brain stops stealing it through distraction and procrastination | Pretend to vlog your day to stay engaged and make tasks feel more fun and purposeful,"I'm gonna share with you guys some really weird hacks that my therapist shared with me for my ADHD that strangely work First one is to throw the blanket off of me when I wake up as soon as I wake up I don't even think about it. I just immediately toss the blanket literally across my room action triggers my brain into thinking Okay, we're up. We're ready. Let's go But you can't think about it too much because then you're gonna stay in bed You catch yourself stuck in a loop of doom scrolling instead of saying, okay get up and stop scrolling Stand up and scroll half of the challenge is already standing up So if you just trigger your brain into standing up You're eventually gonna get tired of doom scrolling and standing and you're gonna want to go do something I'll creating your to-do list and planning your day. Make sure to plan time for doing nothing like Intentionally tell yourself to do nothing If you actually let yourself rest your brain is gonna stop trying to steal the rest throughout the day You'll obviously be avoiding procrastination This was my favorite but find a way to break down your days in a fun way a time block my day So I leave no space to think and the app that I use sends me notification So I literally don't miss a single task The last one is one that I really unintentionally did but it's pretending to vlog throughout your day So as you're getting things done and doing things just talk to yourself pretend you're vlogging pretend recording for a YouTube video only doesn't Make getting things done so much more fun But it also kind of keeps you distracted while doing two things at once You know if you try any of these out because these are actually my favorite hacks",yes,0,,,,,2026-05-22
2026-05-19T14:16:47+00:00,fbs1ayhPQ3yFL,facebook,https://www.facebook.com/share/r/1ayhPQ3yFL/?mibextid=wwXIfr,Mini Philosophy,psychology,Why Unfinished Relationships Haunt Us,The Zeigarnik Effect explains why incomplete relationships and ghosting linger in our minds longer than resolved ones.,"Zeigarnik: The Zeigarnik Effect

Why do we often think more about the ones who got away than the ones we said goodbye to?",The brain holds unfinished tasks and relationships with greater mental intensity than completed ones | Waiters easily forget orders once paid — proof the brain releases 'closed' tasks instantly | Ghosting feels cruel because it denies the brain a psychological 'full stop' needed to move on | Writing an unsent letter to someone who haunts you can give your brain the closure it needs to let go,"Why do we often think more about the ones who got away than the ones we said goodbye to? Why do we think about the friends that we were never meant to lose touch with? This is known as the Zygarnik effect. In the 1920s, the researcher Bloomer Zygarnik noticed that waiters will often remember every detail of an open order. Table 4 wants fish, table 9 changed their wine. But the moment the bill was paid, the order vanished from their memory completely. The task was done and so the brain let go. Zygarnik went back to her lab and she proved that the mind will hold on with greater intensity to the unfinished task over the completed one. But this isn't just true for jobs or essays you have to do, but our personal relationships as well. If you have unfinished business with some long-lost friend, you will think about them a lot, you will dream about them. If you feel as though a romantic partner was torn from you, that will hurt more than if you walked away from them. This is why ghosting can feel so cruel, because it doesn't just end a relationship, it denies the other person's brain the one thing it needs to move on, a full stop. The lesson here is that the brain doesn't need a happy ending, it just needs some kind of ending. And so if somebody still haunts your thoughts, then write them a letter or pen them a message. You might not send either, but doing so will gift your brain the full stop that it needs to let go.",yes,0,,,,,2026-05-22
2026-05-18T23:52:44+00:00,DW85mf2DFJp,instagram,https://www.instagram.com/reel/DW85mf2DFJp,Paget Kagy | Quantum Energy Coach,psychology,Resistance Is the Audition for Your Next Level,Life's chaos and triggers are signals to shed your old identity and evolve.,"When your life starts feeling chaotic, repetitive, or triggering, it’s not random 🙅‍♀️

It’s EXPOSURE.

You’re being shown everything that doesn’t match who you’re becoming. The money blocks. The fear of being seen. The patterns that kept your past identity in place.

Most people never experience this level of pressure. They stay comfortable. They don’t question. They don’t evolve.

But if you keep facing the same lessons, it’s because you’re being given a choice.

Stay in the old version…OR step into the next one.

Resistance is not punishment. It’s the audition for your next level.

So instead of asking why this is happening, ask what part of you is ready to be left behind 😌

Follow @pagetkagy for more on manifestation, success and quantum energetics.

#manifestation #spiritualawakening #quantumshifting #manifesting #theuniverse","Repeated triggers and setbacks are your old patterns surfacing to be released, not random bad luck | People with high potential face more resistance because the universe is forcing a choice between old and new self | Resistance is not punishment — it's the prerequisite for leveling up | Reframe 'why is this happening?' to 'what version of me needs to be left behind?'","The bigger your potential, the bigger your resistance in life is actually going to be. It's actually proof that the universe is trying to show you everything that you are not. The money blocks, the fear of being seen. So if you're experiencing these crazy ups and downs, the triggers, the oh my God, why does this keep on happening to me? That's not actually random. That's your old reality being pulled to the surface so you can finally say goodbye to it. You see, people who are not meant to transcend, they get to go through life numb, ignorant, comfortable, right? They don't question the pattern. They don't feel the pressure to evolve. They just stay. But if you are the one who keeps getting confronted by the same lessons, it's because the universe is doing something very specific with you. It's giving you free will choice because every challenge, every trigger, every setback, every I can't believe this is happening again is really just one question being asked of you. Do you want to confirm the old you or do you want to elevate into who you actually are? You see, resistance is not the punishment. It is the audition for your next level. So if everything feels hard right now, if it feels like life just keeps on glitching, instead of asking, why is this happening to me? Ask the question, what version of me is the universe trying to retire? What smallness is this moment asking me to outgrow? Because the bigger your potential, the more life has to show you what you are not so you can consciously choose what you are.",yes,0,,,,,2026-05-22
2026-05-18T14:19:03+00:00,DYYFiLfp8BT,instagram,https://www.instagram.com/reel/DYYFiLfp8BT,Madeline Kossin | Business Mentor,marketing,Unrealistic Effort Is the Price of Entry,Building a top-income business requires short-term unsustainable sacrifices most people refuse to make.,"Most people are so worried about burnout to the point where they don’t even try. 

You want an above average life? Make above average and unrealistic and delusional decisions.","Posted 3x/day on multiple pages for 6 straight months while working 50–55 hour weeks | Reached $150K/month by making decisions 99.9% of people won't make | Short-term unsustainability is a feature, not a flaw — you don't have to do it forever | Anyone telling you to stay comfortable is keeping you from exceptional results",Do I know something that I find so funny when I tell people the truth about what it actually took to build this business and I'm very Brutally honest and I tell them for the first six months of me growing my first company That I posted three times a day every single day like fucking clockwork I locked myself in my bedroom to create my courses to do the things that I needed to do for my clients to stake fucking Consistent while working 50 to 55 hours a week while still going to the gym and whilst doing everything and you don't know what some of These dumbass motherfuckers say that's not sustainable. That's so unrealistic No fucking shit I'm trying to build a fucking company like you want to make a million dollars a year or do you want to fucking not like I literally don't give a fuck right but like if you want an unrealistic life and you want to make 0.1 percent income like you want to be that good You're gonna have to do things that are not sustainable. You're gonna have to do things that are not realistic You're gonna have to do things that are fucking uncomfortable. Like it is just part of the game I make over a hundred fifty thousand dollars a month now every single month. You think this was an accident? You think I just fucking randomly woke up one day and decided I was gonna fucking be here and I made average decisions And I acted like a little fucking bitch No I made above average decisions that 99.9% of people wouldn't fucking make and when I realized I wanted to do this business I wanted to help people with their personal brands their social media their identity in order to make money like how I grew my fitness Business I was still running the fitness business because I still needed that money I still needed to run that company at one point for six months straight I was posting three times a day on my fitness page my fitness business page and this page Six months straight because there is not a single fucking thing that I will not do in order to make this work Everybody wants my life. Everybody wants my results Everybody wants this kind of shit But very few people are actually willing to do exactly what it fucking takes to get here and you're gonna have to do things that Are unrealistic you're gonna have to do things that are not sustainable. It doesn't have to be fucking sustainable You don't have to fucking do it forever But you're going to have to make short-term Sacrifices in order to live the life that you want long term and anybody telling you anything Otherwise fucking hates you they're an idiot. You are never gonna be successful,yes,0,,,,,2026-05-22
2026-05-17T07:22:15+00:00,DV9XueckgCu,instagram,https://www.instagram.com/reel/DV9XueckgCu,Sky Fisher,psychology,"Women's Wealth Blocks: Pleasure, Power, Death","Women's relationship with wealth is rooted in unresolved patterns around death, power, and pleasure.","If you want to read more, there’s a brilliant piece on Substack titled “You F*ck the Way You Spend Money” I didn’t write it but I HIGHLY recommend it. #wealthbuilding #richwomen #wealthishealth #moneymagic #forthegirls",Clinging to old versions of yourself (not honoring endings) blocks financial growth | Women are conditioned to self-sabotage as self-preservation after being punished for attaining power | Inability to sit with desire or abundance — rushing from want to having — reflects a scarcity mindset | Shame and guilt around waste signal a deep belief that abundance will always be followed by scarcity,"A very wealthy woman taught me this. Women's relationship with wealth is governed by three key things. Pleasure, power, and death. You're a portal for life. Your relationship with death is exemplified through your relationship to endings. It can be as simple as the death of an old version of yourself that you allow to end gracefully, that you bury and move forward, versus making that corpse something that you drag everywhere with you, the rancid smell of the version of yourself that you cannot let go of, filling up every single room, no matter how you wish to present yourself defiling the place, because you cannot just let it go. Your relationship with death must be one that is sacred and regularly honored, one that does not insist upon dragging the dead things around with you like a hunter who keeps every single trophy kill he's ever made on his back because he's afraid that more will never come. Your relationship with power is incredibly important because everyone understands intrinsically that money is power, but women have been taught to run from power. We have been punished every time we attain power. It's very likely that you and every single woman in your bloodline has been punished for trying to get power. Women have been taught to self-sabotage as an act of self-preservation, and it shows up. It shows up in your inability to provide for yourself, in your inability to accept power and responsibility, in your aversion to taking accountability in all of these ways, but most especially in your bank account. Finally, pleasure. This shows up really well in your sex life. Are you capable of asking for what you want and enjoying it without keeping tally of what you owe? Do you allow yourself to sit in that intense experience of desire between wanting and having, or do you rush from one to the other too quickly to exist and meditate on that feeling of want? There is a discomfort in abundance for people who have always lived in scarcity. It's like sitting at a table full of food that you know you will not be able to eat, and sitting with that feeling. Does shame come up? Does guilt? Does grief? The understanding that waste will occur and accepting that that happens and that it does not demarcate you as a bad person. Accepting, in fact, that abundance will replace abundance and you will not lose anything for having eaten as much as you wanted and stopped instead of gorging yourself on what presents itself in the moment because you anticipate that scarcity will follow abundance every time. I have a lot more I could say about this, but I'll quit while I'm ahead. Bye.",yes,0,,,,,2026-05-22
2026-05-16T21:30:03+00:00,DXs_QQ-iKMo,instagram,https://www.instagram.com/reel/DXs_QQ-iKMo,Nuffsaid Channel,psychology,Create to Escape the Consumption Trap,Passive consumption without creative output ferments your potential and fuels your inner critic.,go cook and play and laugh and dance,"Saving content without acting on it traps you in a cycle of fear and self-judgment | Creating forces honesty, which replaces judgment of self and others with understanding | Consumption raises standards; creating grounds them in the real cost of effort | Everyone is experiencing being human for the first time — creating is how you embrace that","You need to create because a fulfilled life requires an active participant. Consumption with no creative outflow, saving posts for later and never actually implementing anything, ferments your potential and feeds your inner critic, which further continues this cycle of being scared to create and be seen creating because you fear that others will judge you the same way you judge yourself and also judge others. Creating makes you honest and that honesty is what replaces judgment with understanding because consumption raises your standards but creating anchors them with the cost of effort. Create if only to remind yourself that everyone is experiencing being a human for the first time, including you.",yes,0,,,,,2026-05-22
2026-05-16T21:28:40+00:00,DXp1CHOj6cY,instagram,https://www.instagram.com/reel/DXp1CHOj6cY,Antoine Martel,psychology,Be Delusional for 30 Days,Adopt an unreasonable level of self-belief to unlock the version of yourself you want to become.,Video by antoinemmartel,"You don't get what you deserve — you get what you demand with energy and certainty | Act as if your desired reality is already true (big audience, big income) | Most people are too humble and too soft for the season they're praying for | The version of you that believes deeply in itself is the one that will make it","For the next 30 days, I need you to be as delusional as you possibly can. Delusional so much that the laws don't even apply to you. Like you're the chosen one and nobody got the memo yet. I am talking a dangerous level of belief. Because the truth is, you don't get what you deserve, you get what you demand. With energy, certainty, and obsession. If you want to post content, post like hundreds of thousands of people are already watching. If you want to make money, pretend like you're already making insane amounts of money every single month. Most of you are too humble for the season that you're praying for. You're too soft for your affirmations. You need to start telling yourself that you're next, even if you're scared. Because that version of you who believes so greatly in yourself is the one who is going to make it. The version of yourself that you want to become is just waiting for you to stop being reasonable.",yes,0,,,,,2026-05-22
2026-05-16T20:30:24+00:00,fbs1Cjx2YmHmd,facebook,https://www.facebook.com/share/r/1Cjx2YmHmd/?mibextid=wwXIfr,"Dr. Bing, MD MPH",psychology,Your Brain Only Sees What It Looks For,"Your brain filters reality based on what it's trained to notice, missing everything else.","How do you do on this neuroscience test? Do you know that at any given time, your brain doesn’t allow you to see all of reality, but only a portion of it? Be careful of what you train your brain to see #learn #brain #neuroscience #Science #DidYouKnow","When focused on red objects, your brain literally suppresses awareness of green ones — a live demo of selective attention | The brain doesn't show you all of reality; it shows a filtered version based on perceived priorities | In medicine, fixating on one diagnosis causes doctors to miss others — a dangerous cognitive bias | Train your brain toward gratitude and opportunity, and you'll start seeing those things everywhere","Look at this image closely. You have three seconds to identify at least four red objects. Ready? Did you find at least four red objects? Well, that's actually not the test because the real test is did you notice how many green objects there were? Most of you probably didn't. And this is a really good example of how your brain can filter reality because your brain is not designed to see everything. Your brain is designed to see what it thinks is most important in that moment. When I told you to look for red objects, your brain literally filtered out other colors so you could focus. So in a sense, you're not seeing all of reality. You're seeing a filtered version of reality based on what your brain thinks matters. In medicine, this is why we're very careful. If you walk into a patient encounter looking for one diagnosis, you will find it and you might miss something else. So we're trained to constantly ask ourselves, what am I not seeing? But this applies to all of our lives. If you train your brain to look for negative things, for example, you will see negative things everywhere. But if you train your brain to look for opportunities, good people, things to be grateful for, you will start seeing those everywhere too. So remember that your brain finds what it looks for. So be careful what you train it to see.",yes,0,,,,,2026-05-22
2026-05-15T22:17:00+00:00,DW9PTpiji4R,instagram,https://www.instagram.com/reel/DW9PTpiji4R,josh czuba,psychology,Breaking the Self-Improvement Self-Destruction Cycle,Rigid self-improvement rituals create a psychological prison that triggers self-destructive escape behaviors.,"The vicious cycle of self improvement and self destruction.

Full video on YouTube.

(FYI - treating YouTube as my “main” platform now. Prioritizing long form, thoughtful media there. Posting as often as I can.)

Much love, hope this is helpful","Treating self-improvement as a fragile set of must-do rituals builds a prison you'll want to escape — leading to relapse into numbing behaviors | The lock-in/fall-off cycle is fueled by self-centered anxiety about 'becoming enough,' not genuine engagement with life | Breaking the cycle requires balancing honest self-accountability with radical self-forgiveness and present-moment focus | Directing attention toward a purpose bigger than yourself removes the urge to escape and sustains momentum naturally","So the vicious cycle goes like this, you lock in and you fall off. You lock in, you get everything together, you start working out, you start building a business, you start going after your dreams, you leave your comfort zone, you say this is it, this is the moment my life changes, everything's going to be different from here. And you last maybe a week or two weeks or sometimes a day and then for whatever reason something in your system breaks and you find yourself turning back to all of the pleasure and comfort substances that you used to numb yourself before you locked in and you repeat this cycle over and over again without seeming to ever stay consistent with anything. This is brutal and you might be asking yourself, Josh, how do you know this? Because that's roughly what I've been going through for the last five to seven years of my life. I tend to turn to self-destruction with the same devotion that I bring to the self-improvement. Does that make sense? So both lifestyles mirror each other and in fact are part of the same cycle and I'm addicted to the whole cycle. Let me explain. Self-improvement. Lock in. Work out. Write. Post on social media. Eat perfectly healthy foods. Don't scroll. Read books. Fragile set of rituals that my whole identity is built around, okay? If I'm not doing all of those things every day to whatever standard I've set for myself, I don't feel like myself. What I'm trying to highlight here is the fragility of this and the obsessiveness around it, right? When you build, when your lifestyle is nothing but a fragile set of rituals, you are living within a prison that you've designed and when you are in prison, you are much more inclined to want to escape from said prison. So now we have to ask ourselves, how do we actually stick with it? How do we stick with anything? How do we create a life so engaging that we don't want to run away from it? It's a helpful question. It's this strange dance of balancing strict accountability with yourself, being very honest about how you're showing up and what's not working and what it would look like for it to work, but then also a radical sense of self-love, which is, I forgive you for the past. I don't want you to feel bad about it. I want you to keep your attention in the present and I want you to enjoy the present to the extent you can. What I know from having done this tens of times at this point over the course of my conscious life is that momentum is an extremely powerful force. And so as long as you can get yourself into just a little bit of motion and then have the courage and the will to sustain it while also taking care of yourself and meeting your needs across the full spectrum of your lifestyle, as long as you can do that, the momentum will carry you and you will slowly but surely fall back in love with the things that give you joy. Because maybe all of the self-centered anxiety around not being enough and one day becoming enough, one day becoming desirable and attractive and powerful and successful, maybe all of that thinking is part of the prison we want to escape from. And that if we could just direct our precious and limited human attention to something bigger than us, how to serve others, how to serve a cause, a mission, a goal, a purpose that is much bigger than our own material self and needs, maybe we wouldn't want to escape. And maybe for the first time in a very long time we would feel full. We would feel okay. And we would be excited to do it again tomorrow.",yes,0,,,,,2026-05-22
2026-05-15T12:21:10+00:00,DXrsNdZAJel,instagram,https://www.instagram.com/reel/DXrsNdZAJel,Heidi Tacktill | Somatic Breathwork,psychology,"You're Between Chapters, Not Broken","Life transitions feel like loss, but discomfort signals growth, not failure.","You’re not falling apart.
You’re in the middle of becoming.

Life transitions have a way of shaking everything loose. The roles, the routines, the version of you that once fit. And yeah, it can feel like you’re losing everything.

But look closer.

What’s leaving is creating space.
Space for what you’ve been asking for, even if you couldn’t fully see it yet.

Fear will try to convince you something’s gone wrong.
That you should go back. Grip tighter. Control it.

But this is the moment to soften your hold.

Stay here. In this breath. In this exact moment.
You don’t need the whole plan, you just need to trust the next step.

The universe isn’t taking from you.
It’s preparing you.

For something bigger.
More aligned.
More honest.
More you.

Let it unfold.

Animation: @auraanimatedhq 💜 

#lifetransitions #trusttheprocess #nervoussystemhealing #breathwork #selftrust","What's leaving your life is creating space for what you've been asking for | Fear urges you to retreat, but going back means repeating the same patterns indefinitely | You're between two chapters — the discomfort is part of the process, not a sign something's wrong | You don't need the full plan, just enough trust to take the next step","Just trust me, you'll be fine Universe? Um, I really want this new thing. Huh? Huh? Huh? Huh? Wait! Why did you change everything? To make room. But I want the new thing and everything else! I want it to stay the same, but still get the new thing! Getting this requires you to grow to be eligible for it. In your case, you're being held back by all of these things. So I removed the things holding you back. I chose the safest path for you. But now things are too different. I want to go back. You want to go back to how things were? Yes. It's too scary here now. You can have the life that you used to have. You're allowed to settle or stop progressing whenever you want. But you'll relive the same experiences again and again and again until you integrate them. You'll fall back into your old patterns, be around the same people with the same mindsets that you've outgrown, relive the same feelings, feel the same fears, and be held back by the same apprehension forever. You won't grow or expand. Are you sure you want to go backwards? Now that you put it that way, no, I'm not. But I don't want to be here either. I'm just uncomfortable. Of course you are. You're in between two chapters of your life. You're releasing a lot in order to make room for bigger and better things. You're still on the right path, even if it feels uncomfortable right now. Just relax. You're exactly where you need to be.",yes,0,,,,,2026-05-22
2026-05-15T03:07:53+00:00,DWXw_6iEaNI,instagram,https://www.instagram.com/reel/DWXw_6iEaNI,BELLA SOLANOT | Writer • Expander,psychology,Quantum Leap Into Your Highest Timeline,Visualize your life six months from now to break self-imposed identity limits and act from that future self today.,Everyone watching this video is officially embodying frog energy 🐸🐸🐸 LEAPPPPING into their highest timeline.,Imagine a FaceTime call 6 months from now where you've already achieved your goal — use that vision as your current reality | Identify the self-imposed identity cap holding you back and consciously release it | Don't wait 6 months — take one action today that signals to yourself you've already arrived | Catch yourself venting or playing small and redirect: behave as the version of you who has already made it,"Skip this video if you don't want to quantum leap Okay, so everyone here is ready to quantum leap yeah, you ready you ready, okay I want you to imagine that in six months you're facetiming your best friend They're like, oh my god, hey, how's life and In this six month time six month time You have done it You did it The thing that's on your mind right now that you know is the timeline that's meant for you. You did it You're living in that timeline no matter how audacious it is. You did it I don't care how big like dream bigger you did it. Okay, that's that's what the facetime conversation is about It's taking place in that timeline There are certain conversations that you are having Because you've arrived and there's also conversations and a certain energy and identity that you are no longer having Conversations are no longer having an identity. You are no longer playing in because you've arrived Think about the conversations you're still entertaining with yourself with others the level of identity that you were limiting yourself at you got rid of that right imagine there's a cap and You're going oh my god and your life doesn't go above that. That's you You're putting that cap on yourself through a certain identity in this six month timeline. You released it You realized what you were holding yourself back from doing and you realize that it was you it was a self-imposed limitation But what you're gonna do is ask yourself. What is that version of you? Doing what is the difference in that identity now, you don't have to wait. Here's the thing You don't have to wait. You don't have to wait for six months to go by to figure out How you've arrived time is not real Okay You're gonna jump and what you're gonna do is you're going to tune into this version of you six months from now You're gonna visualize this facetime conversation that you're having and you're gonna identify. What have you let go of? What are you no longer entertaining within yourself conversations with others conversations with yourself a way that you treat yourself with you consider yourself You're gonna take that consciousness. You're gonna let it inform you right now Right here in this moment. You're gonna take an action today That's going to affirm this that is going to be a signal sent out to the universe that you understand the plot Your vision gets to inform you now today today you get to do that and Then get freaking ready you're gonna quantum leap you're going to freaking be out of this Limited timeline have that facetime conversation start talking like that today when you catch yourself about to vent about something that's not working out. Stop That high yourself She doesn't do that because she's arrived and then she acts like it she goes ahead and she takes action and she acts like it Being you're about to quantum leap",yes,0,,,,,2026-05-15
